name2,start,end,chr
MIR4462,37555422,37555422,6
MDGA1,37637367,37696934,6
LOC107986593,37819340,37819340,6
ZFAND3,37819945,38152389,6
BTBD9,38174984,38598094,6
LOC105375045,38246616,38246616,6
BTBD9-AS1,38482527,38482527,6
LOC105375044,38664212,38664212,6
GLO1,38677294,38703054,6
DNAH8,38722809,39030392,6
LOC100131047,38953107,38953107,6
GLP1R,39048840,39091303,6
LOC105375046,39078956,39078956,6
SAYSD1,39105431,39115089,6
KCNK5,39190889,39229111,6
KCNK17,39299426,39314320,6
KCNK16,39315001,39322540,6
KIF6,39336531,39725405,6
LOC105375047,39342701,39342701,6
LOC107986594,39390041,39390041,6
DAAM2,39794738,39902037,6
LOC100505635,39897380,39897380,6
MOCS1,39906356,39934551,6
LOC102723789,39954321,39980341,6
LOC105375049,40171725,40171725,6
LOC105375050,40276306,40276333,6
LINC00951,40356006,40356006,6
TDRG1,40379310,40379613,6
LRFN2,40391942,40523971,6
LOC105375051,40529389,40529389,6
LOC101929535,40715369,40715369,6
LOC105375052,40724999,40724999,6
LOC105375053,40825343,40825343,6
LOC101929555,41023280,41023280,6
UNC5CL,41028372,41035074,6
TSPO2,41042985,41044137,6
APOBEC2,41053347,41061871,6
OARD1,41067334,41072614,6
NFYA,41079089,41097410,6
ADCY10P1,41140835,41140835,6
TREML1,41149603,41155331,6
TREM2,41158602,41163082,6
LOC105375056,41178568,41178568,6
LOC107986595,41186389,41186389,6
TREML2,41192426,41201185,6
TREML3P,41217947,41217947,6
LOC105375055,41223965,41223965,6
TREML4,41228427,41239386,6
TREML5P,41249589,41249589,6
TREM1,41267934,41286745,6
NCR2,41335852,41350864,6
LOC100505711,41382186,41383128,6
LOC107986538,41443980,41443980,6
LOC112267957,41505001,41505001,6
LINC01276,41519852,41519852,6
FOXP4-AS1,41546243,41548621,6
FOXP4,41565760,41598936,6
MIR4641,41598788,41598788,6
MDFI,41638749,41653575,6
TFEB,41684598,41736165,6
PGC,41736851,41747334,6
FRS3,41770618,41776987,6
PRICKLE4,41783473,41787129,6
TOMM6,41787697,41789328,6
USP49,41796532,41806983,6
MED20,41907071,41921147,6
BYSL,41921562,41932706,6
CCND3,41935850,41941649,6
LOC105375060,42009261,42009261,6
LOC105375059,42017799,42023050,6
TAF8,42050541,42079775,6
C6orf132,42103760,42142444,6
GUCA1A,42173613,42179403,6
GUCA1B,42184814,42194820,6
MRPS10,42208288,42217849,6
TRERF1,42228344,42269590,6
LOC105375061,42240176,42240176,6
LOC107986596,42452820,42453918,6
UBR2,42564319,42693505,6
PRPH2,42698294,42723039,6
ATP6V0CP3,42728194,42728194,6
TBCC,42745032,42746073,6
LOC401261,42791323,42791323,6
BICRAL,42822022,42865446,6
RPL7L1,42879910,42889896,6
C6orf226,42890482,42890788,6
LOC105375063,42903212,42903212,6
PTCRA,42916069,42925682,6
CNPY3,42929570,42939287,6
CNPY3-GNMT,42929570,42963880,6
GNMT,42960767,42963880,6
PEX6,42964334,42980224,6
MEA1,42980781,43014098,6
PPP2R5D,42984677,43011286,6
KLHDC3,43017192,43021298,6
RRP36,43021654,43029599,6
CUL7,43037687,43053858,6
MRPL2,43054273,43059381,6
KLC4,43060209,43074672,6
LOC112267958,43076230,43076230,6
PTK7,43076488,43161720,6
SRF,43171656,43179190,6
CUL9,43184310,43224587,6
DNPH1,43225732,43229456,6
TTBK1,43246660,43285376,6
LOC105375064,43283628,43283628,6
SLC22A7,43298358,43305253,6
CRIP3,43305813,43308792,6
ZNF318,43337157,43369365,6
LOC105375065,43406722,43424730,6
ABCC10,43427825,43451994,6
MIR6780B,43434620,43434620,6
DLK2,43450538,43455104,6
LOC107986597,43454750,43454750,6
TJAP1,43499001,43506556,6
LRRC73,43507237,43509785,6
YIPF3,43512166,43516807,6
POLR1C,43517109,43550969,6
XPO5,43523867,43576075,6
POLH,43582319,43614557,6
GTPBP2,43621613,43631053,6
MAD2L1BP,43629749,43640533,6
RSPH9,43645098,43671008,6
MRPS18A,43671761,43687779,6
VEGFA,43770706,43784628,6
LOC105375070,43821701,43821701,6
LOC105375069,43838799,43838799,6
LOC107986598,43845359,43904927,6
LINC02537,43852333,43852333,6
LOC105375068,43870147,43870149,6
LOC105375067,43903342,43903342,6
LINC01512,43938207,43938207,6
C6orf223,44000619,44003126,6
LOC101929705,44003650,44074652,6
MRPL14,44113842,44126647,6
TMEM63B,44132286,44154883,6
LOC107986599,44154749,44158726,6
CAPN11,44158848,44183995,6
LOC105375072,44189941,44189941,6
MYMX,44217471,44217726,6
SLC29A1,44219696,44233528,6
HSP90AB1,44248629,44253598,6
MIR4647,44254285,44254285,6
SLC35B2,44254705,44257410,6
NFKBIE,44259218,44265763,6
TMEM151B,44270742,44276527,6
TCTE1,44280180,44287825,6
AARS2,44298237,44313323,6
SPATS1,44343095,44377063,6
CDC5L,44387823,44446711,6
MIR4642,44435722,44435722,6
LOC105375074,44527532,44527532,6
LOC105375075,44551881,44551881,6
LOC101929770,44829669,44831012,6
SUPT3H,44829815,45378051,6
LOC107986600,44837126,44837126,6
MIR586,45197770,45197770,6
RUNX2,45328726,45547305,6
RUNX2-AS1,45573870,45576106,6
LOC107986519,45831432,45831432,6
CLIC5,45903087,46080355,6
LOC105375078,45931694,45931694,6
ENPP4,46139583,46143640,6
ENPP5,46161325,46168262,6
RCAN2,46223140,46456976,6
LOC105375079,46245467,46267440,6
LOC101926915,46365508,46365508,6
LOC101926898,46533486,46533486,6
CYP39A1,46550365,46652582,6
SLC25A27,46653192,46676680,6
LOC101926934,46687833,46688165,6
TDRD6,46688128,46704319,6
PLA2G7,46704559,46735391,6
ANKRD66,46746921,46758921,6
MEP1A,46793398,46845573,6
ADGRF5,46853991,46906762,6
LOC101926962,46910029,46910029,6
LOC105375080,46937165,46937165,6
ADGRF1,47000221,47029061,6
LOC105375081,47138696,47138696,6
TNFRSF21,47232764,47309511,6
LOC105375082,47397171,47397171,6
CD2AP,47478244,47624227,6
ADGRF2,47673419,47690565,6
ADGRF4,47707245,47718442,6
OPN5,47782066,47826381,6
LOC107986601,47855886,47855886,6
PTCHD4,47878302,48068957,6
LOC107986602,48598555,48598555,6
MUT,49431727,49459466,6
CENPQ,49463342,49492275,6
GLYATL3,49511990,49526914,6
C6orf141,49550792,49561912,6
RHAG,49605812,49636812,6
CRISP2,49684503,49713585,6
CRISP3,49728729,49744367,6
PGK2,49785933,49787187,6
LOC101927020,49820503,49820503,6
LOC101927048,49824766,49824766,6
CRISP1,49835315,49857400,6
DEFB133,49946100,49949444,6
DEFB114,49960291,49964105,6
DEFB113,49968676,49969625,6
DEFB110,50009137,50021935,6
DEFB112,50043574,50048651,6
LOC100505985,50099283,50099283,6
TFAP2D,50714055,50772864,6
LOC105375084,50802848,50802848,6
TFAP2B,50818373,50843392,6
LOC105375085,51408679,51408679,6
PKHD1,51619080,52087625,6
LOC101927082,51622577,51622577,6
LOC105375087,51688441,51688441,6
MIR206,52144434,52144434,6
MIR133B,52149041,52149041,6
LINCMD1,52151023,52151023,6
IL17A,52186431,52189292,6
LOC102724327,52208240,52208240,6
IL17F,52236930,52244429,6
MCM3,52264587,52284817,6
PAQR8,52403213,52404278,6
EFHC1,52420410,52495785,6
TRAM2,52503196,52576915,6
LOC107986603,52546960,52546960,6
TRAM2-AS1,52583993,52583993,6
LOC730101,52669153,52669153,6
TMEM14A,52677102,52686049,6
GSTA7P,52745159,52745159,6
GSTA2,52750576,52757947,6
GSTA1,52791857,52799267,6
GSTA5,52831847,52840813,6
LOC105375091,52893716,52905737,6
GSTA3,52896805,52909799,6
GSTA4,52978469,52994243,6
RN7SK,52995951,52995951,6
ICK,53005148,53041236,6
FBXO9,53065789,53097830,6
GCM1,53128205,53230703,6
ELOVL5,53269112,53295699,6
MIR5685,53277071,53277071,6
RPS16P5,53337617,53337617,6
LOC107986604,53340079,53340079,6
GCLC,53498755,53544645,6
LOC105375095,53506911,53506911,6
LOC101927136,53573275,53573275,6
LINC01564,53631394,53631394,6
KLHL31,53651597,53655272,6
LRRC1,53795256,53924121,6
LOC101927189,53997667,53997667,6
MLIP-IT1,54007152,54007152,6
MLIP,54019028,54265955,6
MLIP-AS1,54047594,54047594,6
LOC105375097,54188256,54190576,6
LOC105375098,54302708,54302708,6
TINAG,54308550,54390151,6
LOC107986605,54367532,54370405,6
LOC107986606,54801823,54801823,6
FAM83B,54870246,54942007,6
HCRTR2,55174587,55284621,6
GFRAL,55327554,55401853,6
HMGCLL1,55435661,55579214,6
BMP5,55755532,55874865,6
LOC107986539,55984112,55984112,6
LOC105375100,56019366,56019366,6
COL21A1,56057656,56247580,6
DST,56459004,56954587,6
LOC101930010,56864338,56864338,6
BEND6,56981810,57027652,6
KIAA1586,57046755,57055695,6
ZNF451,57090253,57170305,6
LOC101927211,57172213,57172213,6
BAG2,57172697,57184190,6
RAB23,57190460,57222314,6
LOC100506188,57263346,57263346,6
PRIM2,57318445,57646158,6
MIR548U,57390212,57390212,6
LOC105375103,57798790,57798790,6
LOC105375102,57822642,57822642,6
LOC105375101,57846272,57846272,6
LOC101927268,57866710,57884589,6
GUSBP4,57936929,57936929,6
LINC00680,57961446,57961446,6
LINC00680-GUSBP4,57961446,57961446,6
LOC101927293,57972671,58178840,6
MTRNR2L9,61574327,61574402,6
KHDRBS2,61680962,62286227,6
LGSN,63280020,63319997,6
PTP4A1,63576880,63580174,6
PHF3,63636793,63713708,6
EYS,63720595,65495410,6
LOC105377836,63931753,63931753,6
LOC107986608,63985749,64044553,6
LOC105377837,64994448,64994448,6
LOC107986607,65226599,65226599,6
LOC441155,65302521,65304939,6
LOC105377838,65998646,65998646,6
LOC105377839,66055177,66055177,6
LOC105377840,66060282,66060355,6
LOC105377841,66176338,66176338,6
LOC107986540,66889711,66889711,6
LOC105377843,67301037,67301037,6
LOC105377842,67352443,67352443,6
LOC107986610,67928707,67928707,6
LOC105377845,67932198,67932198,6
LOC105377844,67998745,67998745,6
LOC102723883,68060502,68060502,6
LOC105377846,68113595,68113595,6
LINC02549,68329899,68329899,6
LOC101928307,68634324,68634324,6
ADGRB3,68638675,69388891,6
LMBRD1,69676157,69796881,6
COL19A1,69866962,70207274,6
COL9A1,70216896,70302924,6
LOC105377848,70355257,70381447,6
LOC105377847,70398952,70399208,6
EVADR,70399417,70399417,6
LOC105377849,70413958,70413958,6
FAM135A,70428342,70559921,6
SDHAF4,70566940,70588724,6
SMAP1,70668023,70860334,6
B3GAT2,70861662,70956429,6
LOC105377850,70905406,70905406,6
OGFRL1,71288310,71302049,6
MIR30C2,71377031,71377031,6
MIR30A,71403621,71403621,6
LINC00472,71420745,71420745,6
LINC01626,71458872,71458872,6
LOC105377853,71479585,71479585,6
RIMS1,71887023,72400714,6
LOC107986611,72383445,72383445,6
LOC112267960,72621869,72621869,6
KCNQ5,72622189,73195414,6
KCNQ5-IT1,72678558,72678558,6
LOC107984120,72807288,72807288,6
LOC105377855,72955858,72955858,6
LOC112267959,72961395,72961611,6
MIR4282,72967753,72967753,6
KCNQ5-AS1,73143514,73143514,6
KHDC1L,73223747,73225408,6
KHDC1,73241528,73310365,6
LOC112267961,73263801,73263801,6
DPPA5,73353319,73354225,6
KHDC3L,73362729,73363860,6
OOEP,73368783,73369792,6
DDX43,73394905,73416226,6
CGAS,73425226,73452181,6
MTO1,73461854,73500735,6
EEF1A1,73517809,73520026,6
SLC17A5,73595076,73653886,6
LOC101928489,73696131,73696131,6
CD109,73696215,73823633,6
LOC101928516,74690727,74690727,6
LOC105377858,74734252,74806870,6
COL12A1,75085189,75202792,6
SNORD156,75128782,75128782,6
COX7A2,75237929,75243928,6
TMEM30A,75256101,75284638,6
LOC100506804,75291864,75291864,6
FILIP1,75295909,75493914,6
MIR4463,75428473,75428473,6
LOC101928540,75458900,75458900,6
SENP6,75602524,75717224,6
MYO6,75817547,75915012,6
IMPG1,75922088,76072488,6
LINC02540,76593623,76593623,6
LOC105377861,76727276,76727276,6
LOC105377862,76779593,77076821,6
LOC101928570,77317468,77317477,6
HTR1B,77462230,77463403,6
LOC105377864,77504072,77504072,6
MEI4,77690671,77923346,6
LOC105377865,78300809,78300809,6
LOC107986613,78867459,78867459,6
IRAK1BP1,78867576,78979411,6
PHIP,78940692,79078068,6
HMGN3,79201687,79234560,6
HMGN3-AS1,79236800,79236800,6
LCAL1,79313384,79313384,6
LCA5,79487003,79518894,6
LOC112267857,79537860,79631009,6
SH3BGRL2,79631461,79699509,6
LINC01621,79812246,79812246,6
LOC107986614,79870724,79870724,6
ELOVL4,79916607,79947279,6
TTK,80005843,80042202,6
BCKDHB,80106693,80469088,6
LOC105377869,80548695,80548695,6
LOC112267962,80647480,80647480,6
LOC105377871,81514817,81550244,6
LOC105377872,81740756,81740756,6
FAM46A,81749694,81752141,6
LOC105377873,81768415,81768415,6
LINC01526,81814192,81814192,6
LINC02542,81933480,82101765,6
LOC107986617,82116127,82116127,6
LOC105377876,82688414,82688414,6
LOC105377877,82836480,82836480,6
UBE3D,82881449,83065841,6
DOPEY1,83096977,83168167,6
PGM3,83166386,83193266,6
RWDD2A,83194451,83196272,6
ME1,83211923,83430954,6
PRSS35,83523441,83524683,6
SNAP91,83554270,83707927,6
LOC105377879,83726495,83726495,6
RIPPLY2,83853416,83857515,6
CYB5R4,83859782,83959878,6
LOC107986618,84026106,84026106,6
MRAP2,84055318,84145955,6
CEP162,84125069,84227889,6
LOC107986621,84363126,84363126,6
LOC107986619,84372854,84372854,6
LINC01611,84474929,84474929,6
LOC107986620,84523430,84528657,6
TBX18,84667639,84764181,6
TBX18-AS1,84709534,84709534,6
LOC105377881,84967804,84967804,6
LINC02535,85390186,85404802,6
NT5E,85450139,85494004,6
SNX14,85505966,85594156,6
SYNCRIP,85612881,85641439,6
SNORD50A,85677368,85677368,6
SNORD50B,85677659,85677659,6
SNHG5,85678733,85678733,6
LOC107986622,85805151,85805151,6
LOC101928842,85950294,85998678,6
LOC107986532,86897117,86897732,6
HTR1E,87015334,87016432,6
LOC112267964,87068915,87073589,6
CGA,87085755,87088200,6
ZNF292,87155591,87261801,6
GJB7,87284240,87284912,6
SMIM8,87337031,87341321,6
C6orf163,87345099,87365396,6
LINC01590,87399741,87399741,6
CFAP206,87409839,87464250,6
SLC35A1,87473003,87511526,6
RARS2,87514263,87590032,6
ORC3,87590168,87677744,6
AKIRIN2,87675596,87701684,6
LOC101928911,87911731,87911731,6
LOC105377882,87940195,87944043,6
LOC107986541,87998333,87998333,6
SPACA1,88047905,88066423,6
CNR1,88143855,88145274,6
LOC105377884,88287841,88299623,6
LOC105377885,88442828,88442928,6
LOC101928936,88539369,88539369,6
RNGTT,88612718,88963599,6
PNRC1,89080894,89084838,6
SRSF12,89098577,89117887,6
LOC101929004,89145853,89145985,6
PM20D2,89146144,89165565,6
GABRR1,89178769,89217322,6
GABRR2,89257669,89315165,6
UBE2J1,89329678,89352569,6
RRAGD,89368055,89411993,6
LOC105377889,89512941,89512941,6
ANKRD6,89566976,89631004,6
LOC105377887,89624602,89624602,6
LYRM2,89637272,89638716,6
LOC101929057,89689481,89689481,6
LOC105377890,90185513,90185513,6
MIR4464,90312833,90312833,6
LOC105377891,90357592,90357592,6
MAP3K7,90516500,90586883,6
LOC105377893,90642684,90642684,6
LOC107986623,90955871,90955871,6
LOC107986624,91366768,91366768,6
MIR4643,91521737,91521737,6
CASC6,91690428,91690428,6
LOC105377894,91729793,91729793,6
LOC107986625,92334286,92334286,6
LOC105377896,92596332,92596332,6
LOC102724665,92644472,92644805,6
LINC02531,92725342,92725342,6
LOC105377897,92986894,92986894,6
EPHA7,93243425,93419584,6
LOC105377899,93644903,93644903,6
TSG1,93746758,93776620,6
LOC105377901,94573259,94573259,6
MANEA-AS1,95577451,95577451,6
MANEA,95586439,95606405,6
LOC107986543,95683628,95683628,6
LOC107986626,96015910,96015910,6
LOC105377905,96059257,96059257,6
FUT9,96203155,96204235,6
UFL1-AS1,96521741,96521741,6
UFL1,96521873,96553503,6
FHL5,96603613,96615772,6
LOC105377908,96721381,96721381,6
GPR63,96798471,96799731,6
NDUFAF4,96891103,96897801,6
KLHL32,96967060,97145030,6
MMS22L,97146805,97283216,6
LOC105377909,97457102,97457102,6
LOC107986627,97552306,97552306,6
LOC101927314,97708917,97708917,6
MIR2113,98024621,98024621,6
LOC105377910,98519842,98519842,6
PNKY,98831700,98831700,6
POU3F2,98834873,98836205,6
FBXL4,98874277,98948006,6
MIR548AI,99124696,99124696,6
FAXC,99281163,99350310,6
COQ3,99369599,99394179,6
PNISR,99400273,99425376,6
LOC101927365,99431315,99431315,6
TSTD3,99432319,99579288,6
USP45,99435715,99515489,6
CCNC,99543554,99568644,6
PRDM13,99607034,99614759,6
MCHR2,99920939,99956147,6
MCHR2-AS1,100076419,100076419,6
LOC105377911,100163048,100163048,6
SIM1,100390360,100463468,6
LOC102724406,100438005,100444796,6
ASCC3,100509385,100867997,6
LOC107984041,100964296,101248498,6
GRIK2,101399277,102070077,6
LOC101927388,101454405,101454405,6
LOC105377913,102225366,102225366,6
LOC105377916,103540796,103540796,6
LOC105377917,104287248,104287248,6
LOC102724443,104359776,104359776,6
LOC105377918,104527477,104527477,6
HACE1,104729661,104859919,6
LIN28B,104937098,105078783,6
LIN28B-AS1,104940527,104940527,6
BVES,105101088,105133577,6
POPDC3,105158469,105176255,6
BVES-AS1,105169945,105169945,6
LOC105377920,105277982,105277982,6
PREP,105278143,105402891,6
LOC105377921,105481245,105481245,6
LOC105377922,105632329,105632329,6
LOC105377923,105892990,105893097,6
PRDM1,106086553,106107486,6
ATG5,106186539,106325789,6
CRYBG1,106360908,106568566,6
LOC105377924,106457248,106457248,6
LOC101927405,106504665,106504665,6
RTN4IP1,106571033,106630317,6
QRSL1,106629681,106666002,6
LINC02526,106699994,106699994,6
LOC105377927,106716512,106716512,6
MIR587,106784220,106784220,6
LINC02532,106787541,106787541,6
LOC105377928,106884618,106884618,6
CD24,106971660,106975627,6
C6orf203,107028846,107051236,6
BEND3,107068703,107099285,6
PDSS2,107154618,107459285,6
SOBP,107490616,107635466,6
SCML4,107705199,107824606,6
SEC63,107871703,107958009,6
LOC105377929,108040387,108040387,6
OSTM1,108044784,108074733,6
OSTM1-AS1,108159395,108159395,6
NR2E1,108166765,108187463,6
SNX3,108212148,108260921,6
AFG1L,108295079,108525784,6
LOC105377932,108407473,108407473,6
FOXO3,108561208,108664855,6
LOC107986629,108748563,108748563,6
LINC00222,108769942,108769942,6
ARMC2,108854267,108988818,6
ARMC2-AS1,108924103,108924103,6
SESN1,108987543,109094073,6
CEP57L1,109095140,109162970,6
LOC101927538,109352879,109352879,6
CCDC162P,109354948,109354948,6
CD164,109368278,109382378,6
PPIL6,109392825,109441171,6
SMPD2,109441121,109443922,6
MICAL1,109444190,109465677,6
ZBTB24,109465850,109482026,6
AK9,109493368,109691212,6
LOC105377935,109495184,109495184,6
FIG4,109691435,109825265,6
LOC107986630,109829112,109829112,6
GPR6,109978775,109980201,6
LOC107986631,110038489,110040241,6
WASF1,110100521,110127601,6
CDC40,110180444,110230131,6
METTL24,110245945,110358272,6
LOC105377937,110247780,110254214,6
LOC102724586,110353053,110353143,6
DDO,110392774,110415546,6
LOC105377936,110420130,110420130,6
SLC22A16,110424872,110476574,6
LOC105377938,110479436,110479436,6
LOC105377940,110549401,110549401,6
LOC105377939,110553042,110555945,6
LOC105377941,110589408,110589408,6
CDK19,110614534,110816164,6
SNORA40C,110848673,110848673,6
AMD1,110875105,110895713,6
GTF3C6,110958769,110967790,6
RPF2,110982106,111025582,6
GSTM2P1,111047554,111047554,6
SLC16A10,111087752,111227125,6
SNORD166,111113939,111113939,6
LOC107986521,111259192,111259192,6
MFSD4B,111259700,111280005,6
REV3L,111300015,111483184,6
TRAF3IP2-AS1,111503608,111602295,6
LOC107986522,111528851,111528851,6
TRAF3IP2,111559404,111601214,6
LOC105377944,111655889,111655889,6
FYN,111661738,111720051,6
LOC105377945,111697553,111697553,6
LOC102724646,111872731,111873592,6
LINC02527,111909397,111909397,6
LOC105377947,111987107,111990813,6
WISP3,112053618,112069686,6
TUBE1,112071411,112087434,6
FAM229B,112099283,112100787,6
LAMA4,112109436,112254571,6
LOC107986633,112155733,112155733,6
LOC107986632,112299084,112299084,6
LOC101927640,112306683,112306683,6
RFPL4B,112349708,112350500,6
LOC101927664,112395722,112396400,6
LOC105377949,112732073,112771666,6
LOC107986634,112846820,112846824,6
LOC105377950,112904284,112904284,6
LOC107986635,112937719,112937719,6
LOC105377951,112998155,112998155,6
LOC107986636,113065046,113065046,6
LOC105377952,113111755,113111755,6
LOC105377956,113131546,113131546,6
LOC105377953,113180077,113197540,6
LOC105377955,113195294,113195294,6
LOC107986637,113377343,113377343,6
LINC02518,113433447,113433447,6
LINC02541,113650075,113650075,6
MARCKS,113857745,113860579,6
LINC01268,113873347,113873347,6
FLJ34503,113921642,113921642,6
HDAC2,113941057,113971195,6
HS3ST5,114057256,114062845,6
HDAC2-AS2,114340729,114340729,6
LOC107986638,114420107,114469332,6
LOC105377959,114545340,114545344,6
LOC107986639,115002282,115002282,6
LOC105377960,115053480,115053480,6
LOC105377961,115486536,115486536,6
LINC02534,115643835,115643835,6
FRK,115942413,116100496,6
TPI1P3,116039944,116039944,6
NT5DC1,116100930,116244024,6
COL10A1,116120072,116125492,6
TSPYL4,116252763,116254008,6
DSE,116256745,116438291,6
LOC112267965,116273895,116273895,6
TSPYL1,116278516,116279830,6
LOC100287467,116371719,116371719,6
CALHM6,116461420,116463705,6
TRAPPC3L,116496953,116545514,6
CALHM5,116511696,116515989,6
CALHM4,116541805,116558211,6
RWDD1,116571582,116593101,6
RSPH4A,116616623,116632441,6
ZUP1,116635831,116667192,6
KPNA5,116681334,116732323,6
FAM162B,116752596,116765576,6
LOC105377963,116768020,116768020,6
GPRC6A,116792141,116829013,6
RFX6,116877275,116931506,6
LOC105377964,117265075,117265075,6
VGLL2,117265763,117272494,6
ROS1,117288491,117425656,6
DCBLD1,117482640,117569624,6
GOPC,117563253,117602288,6
LOC101927919,117675284,117675284,6
NUS1,117675670,117707015,6
SLC35F1,117907726,118314252,6
LOC105377967,118095472,118095472,6
LOC107986523,118176412,118180398,6
CEP85L,118465404,118652781,6
LOC105377971,118485861,118486721,6
BRD7P3,118503846,118503846,6
PLN,118558921,118559080,6
LOC107986524,118576636,118586633,6
SELENOKP3,118783420,118783420,6
MCM9,118814823,118931723,6
ASF1A,118894413,118907614,6
FAM184A,118960102,119078299,6
MIR548B,119069143,119069143,6
MAN1A1,119179818,119350618,6
LOC107986526,119296731,119296731,6
LOC105377973,119478662,119478662,6
LOC285762,119491302,119491302,6
LOC107986525,119506098,119506098,6
LOC105377972,119663115,119663115,6
LOC105377975,119845084,119845084,6
MIR3144,120015257,120015257,6
LOC105377977,121017233,121017233,6
TBC1D32,121080770,121334734,6
GJA1,121446847,121447996,6
LOC105377978,121884715,121884715,6
LOC105377979,121962213,122055822,6
HSF2,122399737,122432220,6
SERINC1,122445043,122471737,6
PKIB,122701487,122725195,6
LOC112267966,122736887,122736887,6
FABP7,122749273,122783767,6
SMPDL3A,122789346,122809408,6
CLVS2,122997777,123063761,6
TRDN,123218600,123636775,6
LOC105377984,123337712,123337716,6
TRDN-AS1,123471756,123471756,6
LOC105377982,123553611,123570916,6
LOC105377981,123669264,123669264,6
NKAIN2,123804200,124823229,6
RNF217,124962544,125092634,6
RNF217-AS1,124963027,124963027,6
TPD52L1,125153951,125263498,6
LOC100126584,125197817,125197817,6
HDDC2,125276145,125302066,6
LOC107986640,125352244,125363635,6
LOC102723341,125445362,125445367,6
LINC02523,125720218,125720218,6
LOC105377986,125749415,125749418,6
HEY2,125749776,125759802,6
NCOA7,125815354,125931111,6
NCOA7-AS1,125818858,125818858,6
HINT3,125956977,125977676,6
TRMT11,125986550,126079719,6
LOC101928096,126202131,126202131,6
CENPW,126340273,126483320,6
MIR588,126484713,126484713,6
LOC105377992,126706977,126722197,6
LOC105377993,126719698,126719698,6
LOC105377991,126882837,126882837,6
LOC105377989,126927616,127002806,6
RSPO3,127119192,127196007,6
LOC112267972,127213162,127213162,6
RNF146,127280338,127287693,6
ECHDC1,127289868,127342371,6
LOC105377994,127341875,127341875,6
LOC107986641,127375890,127379065,6
KIAA0408,127444108,127453981,6
SOGA3,127473280,127516614,6
LOC107986642,127515300,127515300,6
C6orf58,127577185,127591622,6
LOC105377995,127608237,127608237,6
LOC105377996,127632311,127632311,6
LOC105377998,128692956,128702756,6
LAMA2,128883245,129516347,6
LOC102723409,129532949,129558643,6
ARHGAP18,129578512,129710136,6
TMEM244,129831318,129861188,6
LOC105377999,129947947,129947947,6
L3MBTL3,130042699,130139753,6
LOC105378000,130121353,130121353,6
SAMD3,130144519,130215847,6
LOC112267974,130318472,130323230,6
TMEM200A,130440422,130441898,6
LOC105378002,130723459,130723459,6
LOC105378003,130770671,130770671,6
SMLR1,130827413,130834955,6
EPB41L2,130858135,131063322,6
LOC105378004,131074854,131074854,6
AKAP7,131125766,131283534,6
LOC102723445,131130361,131130361,6
LOC107986643,131286769,131286769,6
LOC105378005,131443791,131443798,6
ARG1,131573282,131583908,6
MED23,131574292,131628049,6
ENPP3,131637384,131747410,6
OR2A4,131700468,131701401,6
CTAGE9,131708683,131711017,6
MIR548H5,131792231,131792231,6
ENPP1,131808035,131890511,6
CTGF,131949263,131951172,6
MIR548AJ1,132115263,132115263,6
LINC01013,132147058,132169374,6
MOXD1,132297152,132401426,6
STX7,132460757,132513198,6
TAAR9,132538289,132539336,6
TAAR8,132552692,132553721,6
TAAR6,132570321,132571359,6
TAAR5,132588672,132589686,6
TAAR3P,132609302,132609302,6
TAAR2,132617149,132624275,6
TAAR1,132644983,132646003,6
VNN1,132683139,132714035,6
VNN3,132722925,132726776,6
VNN2,132744299,132758008,6
SLC18B1,132770269,132798645,6
LOC107986644,132814469,132814469,6
RPS12,132814768,132817542,6
SNORD101,132815379,132815379,6
SNORD100,132816877,132816877,6
SNORA33,132817351,132817351,6
LOC105378008,132941101,132958185,6
LINC00326,133106578,133106578,6
EYA4,133274780,133532120,6
LINC01312,133853992,133853992,6
TARID,133889006,133889006,6
TCF21,133889397,133891802,6
TBPL1,133980125,133987040,6
SLC2A12,133991154,134052480,6
HMGA1P7,134117680,134117680,6
SGK1,134170267,134317460,6
LOC107986646,134230742,134230742,6
LOC105378009,134352450,134352450,6
LOC101928231,134478897,134478897,6
LINC01010,134504020,134504020,6
LOC101928304,134540005,134540005,6
LOC101928277,134875452,134879364,6
ALDH8A1,134918414,134950053,6
HBS1L,134965278,135054826,6
MIR3662,134979432,134979432,6
LOC105378010,135110417,135110417,6
MYB,135181513,135219173,6
LOC105378011,135217145,135236195,6
MIR548A2,135239256,135239256,6
AHI1,135285625,135497771,6
LINC00271,135555162,135716055,6
LOC105378013,135634783,135634783,6
LOC105378012,135806171,135806171,6
LOC101928326,135808684,135808684,6
PDE7B,135851998,136191840,6
LOC101928373,135881274,135923143,6
LOC644135,136072827,136072827,6
MTFR2,136231274,136249099,6
BCLAF1,136261109,136289844,6
MAP7,136344227,136550408,6
MAP3K5,136557757,136792740,6
LOC101928461,136648198,136648198,6
LOC101928429,136786054,136786054,6
PEX7,136822665,136913526,6
SLC35D3,136922428,136924696,6
NHEG1,136993231,136993231,6
IL20RA,137001557,137044728,6
IL22RA2,137145623,137161749,6
IFNGR1,137198030,137219327,6
LOC105378017,137314115,137314115,6
LOC107986544,137358957,137358957,6
LOC102723633,137430754,137450946,6
OLIG3,137493351,137494170,6
LOC105378018,137673272,137673272,6
LOC102723649,137674554,137674554,6
LINC02539,137739037,137739037,6
LOC107986649,137863956,137863962,6
LOC100130476,137868233,137868233,6
TNFAIP3,137871227,137881319,6
